Method,Top_K,RRF_K,Model,Recall,NDCG,MRR,Time_Taken_Sec,Time_Dense,Time_Sparse,Time_RRF,Time_Colbert,Time_CrossEncoder
with_titles,80,80,dense,0.6306,0.4342,0.3798,1365.39,5.64,77.3,0.23,613.18,557.42
with_titles,80,80,sparse,0.6276,0.4302,0.3756,1365.39,5.64,77.3,0.23,613.18,557.42
with_titles,80,80,rrf,0.6577,0.4663,0.4123,1365.39,5.64,77.3,0.23,613.18,557.42
with_titles,80,80,colbert,0.6577,0.5123,0.4699,1365.39,5.64,77.3,0.23,613.18,557.42
with_titles,80,80,cross_encoder,0.6577,0.5682,0.5421,1365.39,5.64,77.3,0.23,613.18,557.42
with_titles,80,100,dense,0.6306,0.4342,0.3798,1365.39,5.64,77.3,0.23,613.18,557.42
with_titles,80,100,sparse,0.6276,0.4302,0.3756,1365.39,5.64,77.3,0.23,613.18,557.42
with_titles,80,100,rrf,0.6577,0.4663,0.4123,1365.39,5.64,77.3,0.23,613.18,557.42
with_titles,80,100,colbert,0.6577,0.5123,0.4699,1365.39,5.64,77.3,0.23,613.18,557.42
with_titles,80,100,cross_encoder,0.6577,0.5682,0.5421,1365.39,5.64,77.3,0.23,613.18,557.42
with_titles,80,150,dense,0.6306,0.4342,0.3798,1365.39,5.64,77.3,0.23,613.18,557.42
with_titles,80,150,sparse,0.6276,0.4302,0.3756,1365.39,5.64,77.3,0.23,613.18,557.42
with_titles,80,150,rrf,0.6577,0.4661,0.4122,1365.39,5.64,77.3,0.23,613.18,557.42
with_titles,80,150,colbert,0.6577,0.5123,0.4699,1365.39,5.64,77.3,0.23,613.18,557.42
with_titles,80,150,cross_encoder,0.6577,0.5682,0.5421,1365.39,5.64,77.3,0.23,613.18,557.42
with_titles,80,300,dense,0.6306,0.4342,0.3798,1365.39,5.64,77.3,0.23,613.18,557.42
with_titles,80,300,sparse,0.6276,0.4302,0.3756,1365.39,5.64,77.3,0.23,613.18,557.42
with_titles,80,300,rrf,0.6577,0.4661,0.4121,1365.39,5.64,77.3,0.23,613.18,557.42
with_titles,80,300,colbert,0.6577,0.5123,0.4699,1365.39,5.64,77.3,0.23,613.18,557.42
with_titles,80,300,cross_encoder,0.6577,0.5682,0.5421,1365.39,5.64,77.3,0.23,613.18,557.42
adjacent,10,10,dense,0.5596,0.4532,0.4192,3398.71,100.54,115.68,0.29,1852.46,1052.23
adjacent,10,10,sparse,0.5656,0.4527,0.4167,3398.71,100.54,115.68,0.29,1852.46,1052.23
adjacent,10,10,rrf,0.6006,0.482,0.4441,3398.71,100.54,115.68,0.29,1852.46,1052.23
adjacent,10,10,colbert,0.5916,0.4891,0.4569,3398.71,100.54,115.68,0.29,1852.46,1052.23
adjacent,10,10,cross_encoder,0.6396,0.5821,0.5637,3398.71,100.54,115.68,0.29,1852.46,1052.23
adjacent,10,20,dense,0.5596,0.4532,0.4192,3398.71,100.54,115.68,0.29,1852.46,1052.23
adjacent,10,20,sparse,0.5656,0.4527,0.4167,3398.71,100.54,115.68,0.29,1852.46,1052.23
adjacent,10,20,rrf,0.6006,0.4817,0.4437,3398.71,100.54,115.68,0.29,1852.46,1052.23
adjacent,10,20,colbert,0.5916,0.4891,0.4569,3398.71,100.54,115.68,0.29,1852.46,1052.23
adjacent,10,20,cross_encoder,0.6396,0.5821,0.5637,3398.71,100.54,115.68,0.29,1852.46,1052.23
adjacent,10,60,dense,0.5596,0.4532,0.4192,3398.71,100.54,115.68,0.29,1852.46,1052.23
adjacent,10,60,sparse,0.5656,0.4527,0.4167,3398.71,100.54,115.68,0.29,1852.46,1052.23
adjacent,10,60,rrf,0.6006,0.4818,0.4439,3398.71,100.54,115.68,0.29,1852.46,1052.23
adjacent,10,60,colbert,0.5916,0.4891,0.4569,3398.71,100.54,115.68,0.29,1852.46,1052.23
adjacent,10,60,cross_encoder,0.6396,0.5821,0.5637,3398.71,100.54,115.68,0.29,1852.46,1052.23
adjacent,10,80,dense,0.5596,0.4532,0.4192,3398.71,100.54,115.68,0.29,1852.46,1052.23
adjacent,10,80,sparse,0.5656,0.4527,0.4167,3398.71,100.54,115.68,0.29,1852.46,1052.23
adjacent,10,80,rrf,0.6006,0.4818,0.4439,3398.71,100.54,115.68,0.29,1852.46,1052.23
adjacent,10,80,colbert,0.5916,0.4891,0.4569,3398.71,100.54,115.68,0.29,1852.46,1052.23
adjacent,10,80,cross_encoder,0.6396,0.5821,0.5637,3398.71,100.54,115.68,0.29,1852.46,1052.23
adjacent,10,100,dense,0.5596,0.4532,0.4192,3398.71,100.54,115.68,0.29,1852.46,1052.23
adjacent,10,100,sparse,0.5656,0.4527,0.4167,3398.71,100.54,115.68,0.29,1852.46,1052.23
adjacent,10,100,rrf,0.6006,0.4818,0.4439,3398.71,100.54,115.68,0.29,1852.46,1052.23
adjacent,10,100,colbert,0.5916,0.4891,0.4569,3398.71,100.54,115.68,0.29,1852.46,1052.23
adjacent,10,100,cross_encoder,0.6396,0.5821,0.5637,3398.71,100.54,115.68,0.29,1852.46,1052.23
adjacent,10,150,dense,0.5596,0.4532,0.4192,3398.71,100.54,115.68,0.29,1852.46,1052.23
adjacent,10,150,sparse,0.5656,0.4527,0.4167,3398.71,100.54,115.68,0.29,1852.46,1052.23
adjacent,10,150,rrf,0.6006,0.4818,0.4439,3398.71,100.54,115.68,0.29,1852.46,1052.23
adjacent,10,150,colbert,0.5916,0.4891,0.4569,3398.71,100.54,115.68,0.29,1852.46,1052.23
adjacent,10,150,cross_encoder,0.6396,0.5821,0.5637,3398.71,100.54,115.68,0.29,1852.46,1052.23
adjacent,10,300,dense,0.5596,0.4532,0.4192,3398.71,100.54,115.68,0.29,1852.46,1052.23
adjacent,10,300,sparse,0.5656,0.4527,0.4167,3398.71,100.54,115.68,0.29,1852.46,1052.23
adjacent,10,300,rrf,0.6006,0.4818,0.4439,3398.71,100.54,115.68,0.29,1852.46,1052.23
adjacent,10,300,colbert,0.5916,0.4891,0.4569,3398.71,100.54,115.68,0.29,1852.46,1052.23
adjacent,10,300,cross_encoder,0.6396,0.5821,0.5637,3398.71,100.54,115.68,0.29,1852.46,1052.23
adjacent,30,10,dense,0.6156,0.4671,0.423,3398.71,100.54,115.68,0.29,1852.46,1052.23
adjacent,30,10,sparse,0.6166,0.4649,0.4197,3398.71,100.54,115.68,0.29,1852.46,1052.23
adjacent,30,10,rrf,0.6567,0.4986,0.4512,3398.71,100.54,115.68,0.29,1852.46,1052.23
adjacent,30,10,colbert,0.6486,0.5026,0.4602,3398.71,100.54,115.68,0.29,1852.46,1052.23
adjacent,30,10,cross_encoder,0.6697,0.5892,0.5654,3398.71,100.54,115.68,0.29,1852.46,1052.23
adjacent,30,20,dense,0.6156,0.4671,0.423,3398.71,100.54,115.68,0.29,1852.46,1052.23
adjacent,30,20,sparse,0.6166,0.4649,0.4197,3398.71,100.54,115.68,0.29,1852.46,1052.23
adjacent,30,20,rrf,0.6567,0.4982,0.451,3398.71,100.54,115.68,0.29,1852.46,1052.23
adjacent,30,20,colbert,0.6486,0.5026,0.4602,3398.71,100.54,115.68,0.29,1852.46,1052.23
adjacent,30,20,cross_encoder,0.6697,0.5892,0.5654,3398.71,100.54,115.68,0.29,1852.46,1052.23
adjacent,30,60,dense,0.6156,0.4671,0.423,3398.71,100.54,115.68,0.29,1852.46,1052.23
adjacent,30,60,sparse,0.6166,0.4649,0.4197,3398.71,100.54,115.68,0.29,1852.46,1052.23
adjacent,30,60,rrf,0.6567,0.498,0.4508,3398.71,100.54,115.68,0.29,1852.46,1052.23
adjacent,30,60,colbert,0.6486,0.5026,0.4602,3398.71,100.54,115.68,0.29,1852.46,1052.23
adjacent,30,60,cross_encoder,0.6697,0.5892,0.5654,3398.71,100.54,115.68,0.29,1852.46,1052.23
adjacent,30,80,dense,0.6156,0.4671,0.423,3398.71,100.54,115.68,0.29,1852.46,1052.23
adjacent,30,80,sparse,0.6166,0.4649,0.4197,3398.71,100.54,115.68,0.29,1852.46,1052.23
adjacent,30,80,rrf,0.6567,0.4979,0.4508,3398.71,100.54,115.68,0.29,1852.46,1052.23
adjacent,30,80,colbert,0.6486,0.5026,0.4602,3398.71,100.54,115.68,0.29,1852.46,1052.23
adjacent,30,80,cross_encoder,0.6697,0.5892,0.5654,3398.71,100.54,115.68,0.29,1852.46,1052.23
adjacent,30,100,dense,0.6156,0.4671,0.423,3398.71,100.54,115.68,0.29,1852.46,1052.23
adjacent,30,100,sparse,0.6166,0.4649,0.4197,3398.71,100.54,115.68,0.29,1852.46,1052.23
adjacent,30,100,rrf,0.6567,0.4979,0.4508,3398.71,100.54,115.68,0.29,1852.46,1052.23
adjacent,30,100,colbert,0.6486,0.5026,0.4602,3398.71,100.54,115.68,0.29,1852.46,1052.23
adjacent,30,100,cross_encoder,0.6697,0.5892,0.5654,3398.71,100.54,115.68,0.29,1852.46,1052.23
adjacent,30,150,dense,0.6156,0.4671,0.423,3398.71,100.54,115.68,0.29,1852.46,1052.23
adjacent,30,150,sparse,0.6166,0.4649,0.4197,3398.71,100.54,115.68,0.29,1852.46,1052.23
adjacent,30,150,rrf,0.6567,0.498,0.4508,3398.71,100.54,115.68,0.29,1852.46,1052.23
adjacent,30,150,colbert,0.6486,0.5026,0.4602,3398.71,100.54,115.68,0.29,1852.46,1052.23
adjacent,30,150,cross_encoder,0.6697,0.5892,0.5654,3398.71,100.54,115.68,0.29,1852.46,1052.23
adjacent,30,300,dense,0.6156,0.4671,0.423,3398.71,100.54,115.68,0.29,1852.46,1052.23
adjacent,30,300,sparse,0.6166,0.4649,0.4197,3398.71,100.54,115.68,0.29,1852.46,1052.23
adjacent,30,300,rrf,0.6567,0.4983,0.4513,3398.71,100.54,115.68,0.29,1852.46,1052.23
adjacent,30,300,colbert,0.6486,0.5026,0.4602,3398.71,100.54,115.68,0.29,1852.46,1052.23
adjacent,30,300,cross_encoder,0.6697,0.5892,0.5654,3398.71,100.54,115.68,0.29,1852.46,1052.23
adjacent,50,10,dense,0.6336,0.4705,0.4234,3398.71,100.54,115.68,0.29,1852.46,1052.23
adjacent,50,10,sparse,0.6426,0.4698,0.4204,3398.71,100.54,115.68,0.29,1852.46,1052.23
adjacent,50,10,rrf,0.6677,0.5029,0.4542,3398.71,100.54,115.68,0.29,1852.46,1052.23
adjacent,50,10,colbert,0.6707,0.5068,0.4607,3398.71,100.54,115.68,0.29,1852.46,1052.23
adjacent,50,10,cross_encoder,0.6747,0.5901,0.5655,3398.71,100.54,115.68,0.29,1852.46,1052.23
adjacent,50,20,dense,0.6336,0.4705,0.4234,3398.71,100.54,115.68,0.29,1852.46,1052.23
adjacent,50,20,sparse,0.6426,0.4698,0.4204,3398.71,100.54,115.68,0.29,1852.46,1052.23
adjacent,50,20,rrf,0.6677,0.5021,0.4534,3398.71,100.54,115.68,0.29,1852.46,1052.23
adjacent,50,20,colbert,0.6707,0.5068,0.4607,3398.71,100.54,115.68,0.29,1852.46,1052.23
adjacent,50,20,cross_encoder,0.6747,0.5901,0.5655,3398.71,100.54,115.68,0.29,1852.46,1052.23
adjacent,50,60,dense,0.6336,0.4705,0.4234,3398.71,100.54,115.68,0.29,1852.46,1052.23
adjacent,50,60,sparse,0.6426,0.4698,0.4204,3398.71,100.54,115.68,0.29,1852.46,1052.23
adjacent,50,60,rrf,0.6677,0.5013,0.4527,3398.71,100.54,115.68,0.29,1852.46,1052.23
adjacent,50,60,colbert,0.6707,0.5068,0.4607,3398.71,100.54,115.68,0.29,1852.46,1052.23
adjacent,50,60,cross_encoder,0.6747,0.5901,0.5655,3398.71,100.54,115.68,0.29,1852.46,1052.23
adjacent,50,80,dense,0.6336,0.4705,0.4234,3398.71,100.54,115.68,0.29,1852.46,1052.23
adjacent,50,80,sparse,0.6426,0.4698,0.4204,3398.71,100.54,115.68,0.29,1852.46,1052.23
adjacent,50,80,rrf,0.6677,0.5009,0.4521,3398.71,100.54,115.68,0.29,1852.46,1052.23
adjacent,50,80,colbert,0.6707,0.5068,0.4607,3398.71,100.54,115.68,0.29,1852.46,1052.23
adjacent,50,80,cross_encoder,0.6747,0.5901,0.5655,3398.71,100.54,115.68,0.29,1852.46,1052.23
adjacent,50,100,dense,0.6336,0.4705,0.4234,3398.71,100.54,115.68,0.29,1852.46,1052.23
adjacent,50,100,sparse,0.6426,0.4698,0.4204,3398.71,100.54,115.68,0.29,1852.46,1052.23
adjacent,50,100,rrf,0.6677,0.5009,0.4521,3398.71,100.54,115.68,0.29,1852.46,1052.23
adjacent,50,100,colbert,0.6707,0.5068,0.4607,3398.71,100.54,115.68,0.29,1852.46,1052.23
adjacent,50,100,cross_encoder,0.6747,0.5901,0.5655,3398.71,100.54,115.68,0.29,1852.46,1052.23
adjacent,50,150,dense,0.6336,0.4705,0.4234,3398.71,100.54,115.68,0.29,1852.46,1052.23
adjacent,50,150,sparse,0.6426,0.4698,0.4204,3398.71,100.54,115.68,0.29,1852.46,1052.23
adjacent,50,150,rrf,0.6677,0.5006,0.4518,3398.71,100.54,115.68,0.29,1852.46,1052.23
adjacent,50,150,colbert,0.6707,0.5068,0.4607,3398.71,100.54,115.68,0.29,1852.46,1052.23
adjacent,50,150,cross_encoder,0.6747,0.5901,0.5655,3398.71,100.54,115.68,0.29,1852.46,1052.23
adjacent,50,300,dense,0.6336,0.4705,0.4234,3398.71,100.54,115.68,0.29,1852.46,1052.23
adjacent,50,300,sparse,0.6426,0.4698,0.4204,3398.71,100.54,115.68,0.29,1852.46,1052.23
adjacent,50,300,rrf,0.6677,0.5008,0.4521,3398.71,100.54,115.68,0.29,1852.46,1052.23
adjacent,50,300,colbert,0.6707,0.5068,0.4607,3398.71,100.54,115.68,0.29,1852.46,1052.23
adjacent,50,300,cross_encoder,0.6747,0.5901,0.5655,3398.71,100.54,115.68,0.29,1852.46,1052.23
adjacent,80,10,dense,0.6466,0.4727,0.4236,3398.71,100.54,115.68,0.29,1852.46,1052.23
adjacent,80,10,sparse,0.6597,0.4727,0.4207,3398.71,100.54,115.68,0.29,1852.46,1052.23
adjacent,80,10,rrf,0.6787,0.5045,0.4541,3398.71,100.54,115.68,0.29,1852.46,1052.23
adjacent,80,10,colbert,0.6787,0.5081,0.4609,3398.71,100.54,115.68,0.29,1852.46,1052.23
adjacent,80,10,cross_encoder,0.6787,0.5907,0.5656,3398.71,100.54,115.68,0.29,1852.46,1052.23
adjacent,80,20,dense,0.6466,0.4727,0.4236,3398.71,100.54,115.68,0.29,1852.46,1052.23
adjacent,80,20,sparse,0.6597,0.4727,0.4207,3398.71,100.54,115.68,0.29,1852.46,1052.23
adjacent,80,20,rrf,0.6787,0.5045,0.4542,3398.71,100.54,115.68,0.29,1852.46,1052.23
adjacent,80,20,colbert,0.6787,0.5081,0.4609,3398.71,100.54,115.68,0.29,1852.46,1052.23
adjacent,80,20,cross_encoder,0.6787,0.5907,0.5656,3398.71,100.54,115.68,0.29,1852.46,1052.23
adjacent,80,60,dense,0.6466,0.4727,0.4236,3398.71,100.54,115.68,0.29,1852.46,1052.23
adjacent,80,60,sparse,0.6597,0.4727,0.4207,3398.71,100.54,115.68,0.29,1852.46,1052.23
adjacent,80,60,rrf,0.6787,0.5026,0.4523,3398.71,100.54,115.68,0.29,1852.46,1052.23
adjacent,80,60,colbert,0.6787,0.5081,0.4609,3398.71,100.54,115.68,0.29,1852.46,1052.23
adjacent,80,60,cross_encoder,0.6787,0.5907,0.5656,3398.71,100.54,115.68,0.29,1852.46,1052.23
adjacent,80,80,dense,0.6466,0.4727,0.4236,3398.71,100.54,115.68,0.29,1852.46,1052.23
adjacent,80,80,sparse,0.6597,0.4727,0.4207,3398.71,100.54,115.68,0.29,1852.46,1052.23
adjacent,80,80,rrf,0.6787,0.5017,0.4512,3398.71,100.54,115.68,0.29,1852.46,1052.23
adjacent,80,80,colbert,0.6787,0.5081,0.4609,3398.71,100.54,115.68,0.29,1852.46,1052.23
adjacent,80,80,cross_encoder,0.6787,0.5907,0.5656,3398.71,100.54,115.68,0.29,1852.46,1052.23
adjacent,80,100,dense,0.6466,0.4727,0.4236,3398.71,100.54,115.68,0.29,1852.46,1052.23
adjacent,80,100,sparse,0.6597,0.4727,0.4207,3398.71,100.54,115.68,0.29,1852.46,1052.23
adjacent,80,100,rrf,0.6787,0.5017,0.4512,3398.71,100.54,115.68,0.29,1852.46,1052.23
adjacent,80,100,colbert,0.6787,0.5081,0.4609,3398.71,100.54,115.68,0.29,1852.46,1052.23
adjacent,80,100,cross_encoder,0.6787,0.5907,0.5656,3398.71,100.54,115.68,0.29,1852.46,1052.23
adjacent,80,150,dense,0.6466,0.4727,0.4236,3398.71,100.54,115.68,0.29,1852.46,1052.23
adjacent,80,150,sparse,0.6597,0.4727,0.4207,3398.71,100.54,115.68,0.29,1852.46,1052.23
adjacent,80,150,rrf,0.6787,0.5014,0.4508,3398.71,100.54,115.68,0.29,1852.46,1052.23
adjacent,80,150,colbert,0.6787,0.5081,0.4609,3398.71,100.54,115.68,0.29,1852.46,1052.23
adjacent,80,150,cross_encoder,0.6787,0.5907,0.5656,3398.71,100.54,115.68,0.29,1852.46,1052.23
adjacent,80,300,dense,0.6466,0.4727,0.4236,3398.71,100.54,115.68,0.29,1852.46,1052.23
adjacent,80,300,sparse,0.6597,0.4727,0.4207,3398.71,100.54,115.68,0.29,1852.46,1052.23
adjacent,80,300,rrf,0.6787,0.5016,0.4511,3398.71,100.54,115.68,0.29,1852.46,1052.23
adjacent,80,300,colbert,0.6787,0.5081,0.4609,3398.71,100.54,115.68,0.29,1852.46,1052.23
adjacent,80,300,cross_encoder,0.6787,0.5907,0.5656,3398.71,100.54,115.68,0.29,1852.46,1052.23
